comment,score,likes
I’m surprised it’s not a black cat seeing how lazy it is,-0.1531,1
"OMG I just came across this funny video, this cat looks and acts almost exactly like my cat Mango. I lost him recently to a tragic car accident. He went out, had too much adventure and roamed into busy traffic early Saturday morning November 2nd. He was becoming to dangerously adventurous. I was going to stop him from going out. We had crows crowing repeatedly. We also lost another black cat just a week ago, Panther, he drowned in the family pool by accident. It's been the hardest few days of my life losing this precious boy of mine and Panther, both about 2 years old, young and curious. Mango loved to plop on his back exposing his belly and legs wide open like this lazy cat. He loved having his belly rubbed. I miss him so much. At lest I could laugh again...",0.1326,0
The cat version of 'paningning' so cute.,0.5949,0
Annacate,0,0
Heheeee 😝😝,0,0
"Хааах, крутой котик👍👏",0,0
"""ahhhh, this spot is purrrrrfect""",0,3
sorry but not sorry to say but judging where that cat is located....he or she might be someone's dinner later tonight......,-0.1531,0
He needs to go on Ellen 🤣😂🤣😂🤣😂🐈,0,1
😄😄😄😄😄😄,0,0
活貓地毯,0,0
"Stoner Kat!  ""Man stop muck'n with my zone; I mean, seriously, Im truly stoned!""   🐌",0,0
Dont cry kitty...,0.3724,0
he probably high,0,0
10/10 would pet,0,0
"The cat is completely relaxed, fully trusting his fellow humans so cute 😊",0.8914,1
"1 too many beers he needs to slow down
..lol",0,0
That cat shouldn't be allowed to drive🙄,0,0
When you wake up half dead from a long night partying😳😂,-0.6486,3
Are cats sacred in this part of the world?,0,0
Cat was drugged...Chinese restaurant? Hmmm...,0,0
Is this cat in 🇹🇭 thailand or 🇱🇦 laos? He mustve just ate a big bowl of 🍜 pho 55555555,0,0
Hilarious 😂 😂,0.4019,1
Something isn't right...not funny to me. 🤔,-0.3412,1
Wow has it made,0.5859,0
Im dead lol,-0.3612,0
so beautiful..! bet it's just stuffed it's face and can't move haha,-0.416,0
And that's an Asian restaurant with a live cat lying in the floor?😂😂,-0.5267,1
"Thats not a lazy cat, he is comfortable and he feels safe",0.8079,80
"I've never Seen a cat lay like that,I initially thought he was dead !! Hahahahaha",-0.5242,3
❤️,0,1
"That's why I think a cat is a better service animal than a dog!! If you can't relax around this cat you have some serious issues!! (Restless leg syndrome bi-polar or something else!)🤔😂

Before the haters come..... I like dogs and cats!  They both make good pets!",0.5517,0
😳🤣🤣🤣🤣🤣ay,0,0
He looks like a leftover from the Bar crowd last night.,0.3612,1
Waiting for her lasagna,0,0
"He looks drunk... interview with cat.  
Reporter. Why we’re laid out on the floor. 
Cat: What had happen was I was cleaning the bar last night and from there i can’t remember lol",0.4215,0
워메 ~~~워메!!!참말로ㅋㅋㅋ😆😆😘🤗🤗🤗🤩😍😍,0,0
😍😍😍😂,0,0
"The cat is in a hunger strick for her falling  🐈 friends on this 🇨🇳  restaurant they do also tiger dick soup too,  so yeah no joke!!",0.1619,0
His name is Garfield?,0,0
Pretty color cat,0.4939,0
Jsja,0,0
Jajajaja this is funny increible,0.4404,0
😆😆,0,0
👍👍👍,0,0
This is so funny. Reminds me of a cat I had when I was a kid. He would stay in the kitchen until my Mom made our meals. Although he never laid in her way at all. One time she tripped over him. He never laid in her way ever again.,0.5777,1
Too funny!,0.4926,0
This is what I feel like rn after arguing with a dumb person. 🙄,-0.5859,0
Precious!,0.6114,0
"Oh _sure_ when the cat does it it’s super cute, but when *I* wanna power through my food coma at Olive Garden it’s suddenly a “public safety issue”. Whatever",0.7992,0
Looks like someone had a little too much catnip 😂,0.3612,31
How rude lol..,-0.4588,0
That's not the cat's tail. He's just laying that way to show off its junk.,0,0
That cat is really drunk,-0.4005,0
I love how the cat is looking at the camera man like he’s the crazy one 🤣🤣🤣,0.6486,82
I think this what they based the cartoon Garfield from,0,0
Be careful kitty dont play dead... if thats a Chinese rest you'll be on the menu!!!,-0.3208,0
Somebody move Garfield out of the way😂😂🤣😂😂,0,0
"Please subscribe my channel

https://youtu.be/mfwHHBEo9-4",0.3182,0
Awww kitty wants some food,0,0
Never saw this before; she need something!,0,1
I believe this is the definition of catatonic!,0,0
I love cat💜,0.6369,1
I'm gonna try that next time I'm in a restaurant and see if someone rubs my belly... 😁😁😁,0,1
That cat like fuuuuuuck that I’m not moving know where lol this floor feel way too good 😸,0.802,0
💓💓💓😹😹😹,0,0
Lazy cat,-0.3612,0
Looks like The poor whites on Heroine and Fentanyl,0.4767,1
If have to skip on that restaurant. Allergic to cats. :(,-0.6249,0
Cat is protesting against human that if u occupy the land Why don't I,-0.4215,1
"Woooooow 
This is a mood",0,1
"Is he sleeping


Aka he is dead",-0.6486,0
He was actually protesting after they cooked his brother last week.,-0.4215,1
is the kitty hungover?,0,1
Wtf he musta got into the edibles,-0.5859,0
He is too much comfortable there,0.5106,0
"FUCK AROUND AND GET HIS ASS SEASONED AND FRIED .
CAT-MEIN 🍝",-0.7906,1
He ate like a pig... burrrrrp!!!,0.5229,0
"Get 2 pots ,get 2 feet away from cat ,  BANG!  😁",0,0
My old cat when he got in my stash,0,0
"Hey all you cat lovers, we need to pitch in and buy this cat an awesome cat bed. This cat needs a bed the size of a booth. Poor kitty is laying on the hardwood floor.  Let's all pitch in. !!! 🌼",0.7412,1
Cats.,0,0
What a diva!,0,0
Heroin junkie,-0.4939,0
That cat is is my spirit animal,0.1779,0
I’m surprised Kitty ain’t sticking its paws out to trip people!,0.2942,12
Lol cat dont give a damn,0.6197,0
He's just Full,0,1
😂😂😂 this cat is out of control! #reck #hilarious,0,0
If anyone mistreat that cat it would be a problem because cats fight back and will remember you and attack you every time he or she see you,-0.8126,1
Not normal behavior...,0,0
"Don't you know that dogs have owners, and cats have staffs?",0,0
🤣🤣🤣🤣🤣🤣💤💤💤💤💤,0,0
It doesn't help that it is the same breed with lazy cat Garfield too.,-0.5801,10
I feel like people are using medication to make cats lethargic. Anything to make a Youtube buck. Am I wrong?,-0.4215,0
Looks like Taco. He was always lying somewhere in the way. So funny!,0.3788,1
"Shes saying, yep this is my territory, you go round me. Now if you don't mind I was resting.",0.296,0
Just a reflection of his OWNERS.....only missing the Doritos bag.,-0.296,0
That cat is dead.,-0.6486,0
Pretty sure he's a con-artist trying to pull some kind of insurance scam. Looks a little shifty!,0.2714,1
So that's where you went Garfield 🤨,0,0
No more catnip for him,-0.296,0
Lucky bastard doesn't have to go work with dickheads everday..ahhh the good life,0.296,1
I really didn't need this recommended to me.,0.25,0
"I'm awake, just give me five more minutes 💤💤",0,8
😂😂🤙,0,0
LORD 😁,0,0
That cat was drugged.,0,1
Just leave him rest .,-0.0516,0
Tha cat is waiting on protection money.,0,0
That is too silly ! I love it !!!,0.7556,0
I don't think I could eat there with that cat lying on the floor like that. I would have to go over there and squeeze his bellies 🤗,-0.2263,0
This cat looks so mechanical.,0,0
One word Garfield,0,0
I do what I want!,0.1511,0
Future menu item gives in to his fate.,0,0
This cat has never been accidentally stepped on.,0.2584,0
Hang over after last night party. Lol,0.6705,2
Me if I was a cat,0,0
Cats are freeking amazing,0.5859,0
Garfield....,0,0
😂😂☺️😍👍,0,1
Omg 😂😂😂😂😂,0,0
"Omg that’s amazing one, and the owner of the floor.",0.5859,0
Why is there no belly rubs for this important kitty????????? What’s wrong with these humans???,-0.644,1
Silly Kitty. 🙂,0.0258,1
Silly kitty kitty.,0.0258,1
My neck and my back..,0,0
It's freaking Garfield!,-0.4753,0
She looks like she had a big meal and she is in a sugar comma.,0.3612,27
"Cat: I ain't gotta do nuthin', mah Momma takes care of me...",0.4939,6
I would kiss that cats lips,0.4215,0
"Looks comfy for him, not me though",0,0
Best cat video on the internet.,0.6369,0
"Asleep...or passed out?  Check her blood catnip levels, 'cause she looks like she's zooted.  4:20 and meow.",0.3612,0
that looks like my first gf when I said I can't afford you an iPhone ...it's her reaction,0.3612,0
His living hes life. Get a life yall!,0,0
Too sweet the innnocence pf animals .,0.4588,0
Livin the high life.,0,0
Hilarious,0.4019,0
That’s his floor now,0,0
Rub It’s belly! Maybe it wants attention or it’s being dramatic lol!,0.5242,0
Cat is like surrender me human after all you are disturbing my laziness😊😀😁😂,-0.2023,1
Busy restaurant ?? Really ?,0,0
The poor thing got into some edibles! Ir thought what he was sniffing was cat nip!!! FLMAO,-0.6449,0
So cute,0.5095,0
After eating a heavy meal that's what I  need lol l. A nap,0.4215,0
Cat is drunk,-0.34,0
This is how I wish I could spend my life,0.4019,3
I love orange Tabbys I own two and for the last 30 year's it's the only cat I've ever owned. They are all perfect.,0.836,0
Must have got into some bad rats,-0.5423,0
"I wanted some1 to rub his belly so bad, how dissapointing",-0.6696,0
This is my spirit animal.,0.1779,0
He's testing how far he can go with this,0,8
Can you imagine being that relaxed in public?,0.4939,0
I would eat here everyday...lol,0,0
How many times does the barkeep have to be told about over serving patrons 🙄,0,0
Moral of this video don't care what other people think,-0.3875,0
To lay with her stomach exposed means she feels very safe there... so let her lay!💕,0.4914,0
Dude is stoned out of his mind,0,0
This is so cute thank you for this video love it 😄,0.8967,0
"Poor baby, looks like it's not feeling well.  That doesn't look like normal animal behavior to me.",-0.0731,0
Best of YouTube! Cat told everyone that he is the owner of this restaurant!  And people serve him!,0.7249,0
Saphie has some competition.,0,0
Call the Health Department,0,0
Maybe it dranked too much the previous day😂,0,0
Bahahaha what an asshole... I love it,0.6369,0
😂😂❤❤❤,0,1
Garfield is that you? 😯,0,0
Cat: Ima be where I’m at.,0,29
"1:00 ""Fuck out my face""",-0.5423,0
That cat is in a comatose stage after eating 😂😂😂,0,1
"Sorry, I was drunk.",-0.4019,0
I'd punt that out the door,0,0
WHY???????  LMBO,0,0
😂😂😂🤣🤣,0,0
That cat 🐈 is playing dead so they won’t eat him at first lol 😂 this is to cute 🙀😻,0.3182,0
I ❤🐈,0,0
Cute,0.4588,0
Hese one very relaxed kitty. Hese very well looked after to feel like that.👍👍,0.8119,0
"I've never seen anything like that in my entire life!

That's not normal for a cat.",-0.3404,0
I'm not moving til someone rubs my belly,0,0
How cute,0.4588,0
He is not harming anyone he is so cute i hope he is ok,0.9036,0
Absolutely gorgeous❣,0,0
Me after Thanksgiving dinner,0,0
"'I live in a restaurant, i ain't going no where!'",0.2914,0
"Garfield, get the heck up 🤣",0,0
Putting on a show to get fed.,0,0
I respect that cat. Found a place she wanted to sleep and went for it.,0.4767,1
This cat is actually the owner of the building and allows the humans to have a restaurant there,0,2
Lord of my manor!!,0,0
Jus lit some Fire cracker on its dick .....Cats away😎😎😎,-0.6908,1
"In Thailand, animals sleep in the street and cars drive around them.",0,19
"So much trust, so little time 😁😁😁😁😁😁😁",0.5542,0
"A guy was like that the other night at my local bar, fell asleep on his stool by the bar fell off and lay just like that lol",0.7783,0
""" Why the room service doesn't bring me a double shot milk in the rocks?"" 
""Lazy hoomans.""",-0.3612,44
🤣😂🤣😂,0,0
Looks like the owner of the restaurant had a hard day.,0.2732,0
Knocked Out 😁😁😁,0,0
If bitcoin reaches 50k that will be me. 😁,0.0516,0
That is funny but isn't that a health code violation?,-0.5187,0
That’s how I am everyday at work,0,0
Like a Boss😂 hahahaha super cute cat! Please check mg videos too,0.8999,0
"Man,I know I shouldn't smoke cat nip during the day, cats outside made me.",0,0
They oughta be arrested. Smoking crack with that cat,-0.4767,0
I want to do that at work most days 🤭,0.0772,0
Tranquilized cat in a Asian restaurant 🤔,-0.0516,0
"i hope no one is mean to kitty, i hope  t hey doa good job of making sure hes safe from asshats  , i cant help but he a little concerned as, people can be so cruel to our fuzzy bros and sis's.. ;-)  hes such an adorable kitty !! looks like a sweetheart",0.9162,0
That cat is comfortable and at home. That pook has a collar and is well kept. Big girl or boy too!,0.69,0
I think you need to look up the word 'busy'.,0,0
cat = me / bar = youtube algorithm,0,0
My PAWS are up...arrest me cuz I ain’t leavin. Lol 1:18,0.4215,1
His bum ass smh,-0.7003,0
Too funny! I love it 💖,0.8122,0
That cat is me,0,0
Ave worked overnight bro.,0,0
"""Excuse me""  Don't sleep like that you look  Dead~(*-*)~",-0.2047,0
"LAZY, LAZY😂😂😂😂",-0.3612,0
Reminds me of my sister when she needs attention.. DRAMA QUEEN!! 😆,0,1
WTF 😂 LOLZ,-0.0258,0
ท่านอนเหมือนแมวที่บ้านเลยลายเดียวกันด้วย,0,0
"That cat seems Royal, and doesn't care anyone.!!😀😄😅🤣😂",-0.4959,0
Cat owns the restaurant......,0,1
This cat must be super spoiled. They normally don't expose their underside like that unless you're a very trusted family member that gives them lots of loving.,0.9341,0
loitering cat,0,0
Need a whooping😩,0,0
What the hell is a cat doing in a restaurant?,-0.6808,0
The cat is having a blast,0,0
Yet more proof that cats are a$$holes.,0,0
He said look I'm tired! Walk around there is still room! Lol,-0.1739,0
I wish I had the same ability for relaxation,0.8126,0
This cat is taking cat rights to another level,0,0
"""This belly ain't gonna rub itself people. Let's go! Let's go!""",0,2321
My spirit animal.,0.1779,0
Step on its chest it’ll start moving around a lil.,0,0
She’s having a cat nap 😂,0,4
That cat is all hopped up on the Thai stick!,0,0
funny,0.4404,0
Is there a hot water pipe just under the floor boards 🤔,0,0
Hahahahaha free scratch ❤️,0.5106,0
Bliss!,0.6114,1
"Orange Tabbies , Ginger, or Marmalade cats are like that, and they tend to live for a long time. Over a decade ago we used to have an Orange Tabby. His name was Frisky. He used to sleep like that ALL THE TIME. He was at least twice the size of that cat , and , like all Tabbies ( I suppose ) he was a sweet heart. He died young, at eight years. I won't trouble your mind with the details. My wife will always miss him. And so will I.",0.8205,0
5555555555+,0,0
Cat got the itis 😆,0,0
Is that garfield?,0,0
That cat describes me,0,0
Was it a chinese restaurant? Maybe they gave it a sedative while they prepared the kitchen to cook it,0.2263,0
JUST CUTE!!!,0.5962,1
Hahahahahhaa how great!,0.6588,0
I hope the workers know if you step on the cat then you're fired!,-0.2481,0
Just thawing out from freezer. Will be Kung Pow by lunch. $11.95 w/ rice and drink.,0,0
When the catnip kicks in when you're in public,0,0
"This is for anyone who hasn't heard of Banecat.   

https://youtu.be/5ywjpbThDpE",0,0
Savasana Master,0,0
Couldn't they just pick her up and move her a few feet,0,0
ME AFTER A MEAL ON THANKSGIVING!😂😂😂😂😜😜😎✌,0,0
Throw some water,0,0
That cat is baked!!!,0,1
"It looks like a Chinese piece of shit cat...I dont trust these fucking nasty Chinese restaurants, they could cook that thing and serve it with chowmein or make an egg roll, pot sticker out of it.",-0.8269,1
Ini Kucing Oren yg mabuk minum Jus buah Oren.,0,1
Awesome! Thanks for not eating her!,0.8217,0
Cool cat!!!,0.4898,0
Cats got no respect these days.,0.2263,0
At 1:14 cat thinks......yaaaasssssssssss...sss.ss.s...s..ahhhhh...i am under your control.,0,1
Looks like it has hangover,0.3612,0
Quit giving the cats OxyContin,0.34,0
Holy BatCat Robin!,0,0
that cat is dead!,-0.68,0
Garfield?😂😂,0,0
If that is a Chinese restaurant that cat is about to go in the pot,0,0
Is it racist if I thought he might be eaten?  🤨,-0.6124,0
Is it just me or does nobody see the dead cat in the.....wait he just moved!,-0.68,0
Shrimpfest Sunday at Red Lobster?,0,0
That cat is surely depressed,-0.1027,0
Looks like that was a good batch of brownies,0.6597,0
Gato chalet vale callampa,0,0
Midlife crisis,-0.6249,0
"Kitty says, "" Someone has to hold down the floor so it might as well be me.  I will keep earthquakes away.""",0.2732,0
Really kitty cat?,0,1
It is so lazy that doesn't even make the effort of closing its eyes,-0.5009,2
Clearly sake and catnip don’t mix,0.4019,0
"Damn the cat was like ""I run this place so get the f*ck out of here""",-0.0516,13
That was me when my heart is broke.,-0.4215,1
How I feel at work everyday 😩😂💀,0,0
Lies! That restaurant isn't busy!,-0.5242,0
What did y'all feed that cat almost slip catnip in it LOL,0.5473,0
Relaks)),0,0
Looks like a do nothing Democrat!,0.4199,0
Los gatos son como humanos .mejor que un humano . con una gracia increíble .todo lo que hacen .es increible,0,0
Lol. He just takes over.,0.4215,0
หมดราคาเลย  ถ้าเป็นผู้หญิงขายไม่ออกแน่ๆ,0,0
He had one too many! 😂😆🤦‍♀️😫,0,0
That is hilarious!!!!,0,0
Imagine being a dog trapped in a cat's body!😱😱😱,-0.5707,2
This is a lazy ass cat i would expect to see in a bar on the way to Key West!,-0.7424,0
Cats spend at least two-thirds of their lives asleep! It's great to be a cat!,0.6892,0
Cat:  Hold ........my ...........beer,0,0
Cute 😂❤️.,0.4588,1
The cat says that 🐒🐵🌎 world is mine.,0,3
I'm not eating in a restaurant that has animals in it,0,0
Someone tell Ozzyman about this😂😂😂,0,0
Cats don't give a f...k!,0,0
🤣🤣🤣,0,0
"It is what happens when find a good flower and smoke it all day. 
That is what happened when she smoked too much weed. :)",0.7096,0
Looks like hes dead,-0.4215,0
Alcoholic 😐,0,0
That beerus eat and sleep,0,1
*Survival-Instinct.exe Stopped working*,-0.2263,0
O my...🤣💕,0,0
🤣🤣🤣🤣,0,0
"(Thumbs down ppl) You need to calm down, you need to just stop!",0.1007,1
Looks like a knocked out MMA fighter,0.4767,0
I wanna rub his tummy,0,0
Catatonic,0,0
"Cat: ""Why should one move for these lesser beings, hoomans""",0,16
Now I get why folks in Ancient Egyptian temples & elsewhere just gave up & decided to worship them..,0.296,0
Damn. I'll have a bowl of whatever SHE had..,-0.4019,22
get up instead 🤣🤣🤣,0,0
😆😆😆😆,0,0
If I was that cat I would smack my claw on the camera man ass.,-0.5423,0
lol why is this so funny,0.7609,0
This is fine,0.2023,1
I'm sexy and I know it,0.5267,0
“I remember my first edible” - Trevor Wallace,0,34
This is fake! The cat was obviously a paid actor.,-0.5255,399
LOL,0.4215,0
this cat is adorable,0.4939,0
The cat is chilling,-0.0258,0
"All blacks lost to England, so cat doesn't know what to do next!",-0.3802,0
That’s one chill cat,0,0
cat : just kiiiiiiiill me man!,0,0
Pasó mala noche y ahora lo que quiere es 😴,0,0
"Maybe Sick 
Not Lazy",-0.2937,0
Haha! Looks like Peanut!,0.7256,0
look at that baby 🍼 so adorable 😍,0.6269,0
Puss in Boots,0,1
"Waitress :""What Can I Get You Today Sir""?



Me :I'll Have What He's (The Cat) Having...",0,2
О боги!!!мой кот так спит на кровати!,0,0
Me after socializing,0,1
Too much Booz again last night! 😋,0,0
She is making prank,0,0
Biggest. Mood. Ever!,0,0
If I get reincarnated as a cat I'll behave smarter and less self-centered than that.,0.4588,0
jajajjaa qué gato más gracioso y más vago!,0.3164,0
Bwahahaha,0,0
When you dont have any fucks to give.,0.3724,2
Hes just high! That catnip was the truth!! 😂😂😂😂,0.4898,3
Zero F's given 😆,0,0
Carb crash with the lasagna!,-0.4574,1
"That's not catnip, it's that kush!",0,1
"They're feeling the privileged cat too much, thus nobles oblige...",0.5267,0
"Big faker! ""I'm dying of starvation! Somebody help me!! 😭"" I'm not buying it. 😂",0.5951,3
"That cat said, this is my damn house, your guest here!!!😂",-0.5538,2
They should rename that place....the lazy cat 🐈.,-0.3612,0
The claws do the talking. Try and move her and see what happens,0,0
After taking some mint,0,0
Maybe hang over lol 😂,0.4215,0
He would get swept out of the damn door!🤷‍♀️,-0.4574,0
tail is in very wrong position,-0.5256,0
He has put in too many long hours at night chasing mice!,0,6
This cat is really me during studying for exams!,0,0
Just put some water she will be fine...,0,0
Get your lazy ass up and do some work Garfield! Iol,-0.7424,1
Those 500+ who disliked are clearly dogs,0,0
This should go to Ozzy man's review 😂,0,0
Omg this is so adorable,0.6269,0
He may be having a heart attack... and you are not helping him. Lol,-0.4973,0
Llike my cat..lion..hahaha,0,0
"Cat: *laying on the floor, probably wants some rubbing*",0,8
It fainted after seeing his neighbor in a pot of cat stew.,0,4
LOVE this! 😻😻😻,0.7371,0
Lol how cute.,0.7003,0
Its not lazy...it is not giving a s....t,-0.2584,1
OD on catnip,0,1
"If i fits, i...zzzzzzzzzzzzzzzzzzz",0,0
"This is exactly why i quit heroin.  Also, club kids,  GHB feels great, but just 1 droplet too much, you will end up like that cat...and people will violate you!",-0.2244,0
Happy to see cat feel fully safe in that environment,0.7841,0
🐈 is in hangover don't disturb,0.3089,0
Health regulations broken here,-0.4767,0
"He's content, that's what tummy up means! 🙀😊😉",0,0
Food coma...lol,0,0
Doesn't give a fuuuuuuuuuck,0,0
He has reached an advanced state of relaxation.,0.7003,0
The most confident and trusting cat I have ever seen!,0.7749,656
Lol so cute,0.7264,0
This cat is spool relaxed. Too cute!😃😃,0.5411,0
Oh my thats one lazy fat cat lol,0.0772,0
Prob drank lots of vodka last night,0,1
I thought she was fake.,-0.4767,0
"剛開始遠觀到的路霸躺貓,有點像烤熟的貓! 😅",0,0
This is what you call part of the furniture 🐈😁,0,0
He is drunk 🤑🤑😃😃,-0.34,0
Just put him to work..or no dinner for the day...really not a good role model for the cats around the world.,-0.5583,0
"Please move him, someone could step on him!!!",0.4898,1
"THIS IS WHAT HAPPENS AFTER THANKSGIVING DINNER!!🍗🍠🍜🍗🍞🍜🍞🍗🍠🍗🍜
😂😂😂😂😂😂
He's SO COOL!!
😅😅😅😅😅😅
HILERIOUS!!!",0.7373,0
This cat knows how da live! Like a Starfish,0.4199,0
Looks full,0,0
why did i get kicked out when i tried that?,0,1
Part of me wishes I could do this at work.....,0.1531,0
Cat: that omelet hit the spot,0,0
Baby belly😭,0,0
And this is why cats just rule,0,0
Lol...lmao😂,0,0
What a chill cat,0,0
If that's busy I'd hate to see your finances 😂,-0.5719,0
It’s called the cat is contented look it up,0.34,0
Looks like he's just hit a massive bong or did some acid,0.3612,273
High on weed.,0,1
How do cats sleep like that? My cat turns himself into a football shape pillow to sleep.,0.3612,0
I'll bet it's a Democrat,0,0
Looks like someone found that hidden stash of weed. Oh my.,0.3612,30
Looks dead with rigamortis,-0.6486,0
Looked dead to me until it twitched it’s tail,-0.6486,0
"The way Pussy should be, on it's back.",0,0
Last night he was in party.,0.4019,0
Maan if yall dont kick that thing out the middle of the floor..tf,0,0
561 people don’t like cats,0.3612,1
That feeling when u ain’t worried bout shit,-0.6486,0
This is me everyday!,0,0
That cat was once a human. Shove him out of the way.,0,0
Me after thanksgiving dinner.,0,1
A lot of catnip got me like,0.3612,0
This cat is completely comfortable with the environment and definitely lives there and sees this every day. Any cat that wasn't they familiar would be distracted by all the sounds. He loves it. That's his home!,0.8353,0
HE LOOKED LIKE HE DRANK A WHOLE KEG OF BEER AND DOESN'T CARE ONE S..T OF WHO IS AROUND LOL.,0.3964,1
"Comelnya tidur sembarangan, kirain tadi boneka 🤗🤗🤗",0,1
Orange cats are all the same,0,0
Its Beerus the God of Destruction!,-0.4389,0
Crank dat soulja boy,0,0
Wtf is Garfield doing,-0.5859,0
Spoiled,0,0
Nasha kurtee hugee,0,0
May they take work all night to clean floor and dishes,0.4019,0
He high as a mf,0,0
"Ok, WHO BROKE THE CAT????",-0.5095,0
I bet I could get that goddam cat to move!,-0.5848,0
Aka tomorrow's mystery meat...,0,0
Sleepy kitty 😴 💤💕,0,0
The solution is to cook it.,0.3182,0
That's some 🔥💯 chronic,0,0
Look at this little fuckin’ derelict. I love her.,0.6041,0
I don't believe it  people  are moving around  that lazy bum. Too much catnip🙀,-0.3612,0
What a lazy Cat🐈,-0.3612,1
hahahahaahah....God Bless You my love and also your foster parents who are letting you live there.,0.7906,0
But why is the cat in the restaurant? Gross,-0.4767,0
Now this is my kind of a cat 🐈! He’s a keeper! 😉,0,1
"I’m full and tired, Just walk around, I own the place...MEOW 😂😂😂😂😂😂😂😂😂😂😂",-0.4404,5
"This cat gives zero fucks. Lol
This is not his first time! Lmao 
😻😹",0.5983,0
I’m dead.........FLAT,0,1
😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂Meow 😂😂😂😂😂,0,1
Might want to inspect that restaurant kitty looks pretty stuffed on mice,0.5423,0
Cat looks dead!!!😂,0,0
Here kitty kitty ... he is spoiled rotten . 🥰,-0.5106,0
Looks like she's drunk,0.0258,0
Clearly drunk,0.0772,0
Yeave im yone he s'eepin,0,0
Never forget cats ran the internet back in like 2011💀,0.4881,0
"There is laziness. Then there's lazzzzzziness.....

Meow🐯",0,15
It's a restaurant. Put a cucumber on the floor.  That will get him up.,0,1
Untie that cat from the floor. I ain't never seen a cat lie like that.,0.3612,0
You should not give your cats drugs.,0,0
2 things that c aw t may be drunk or it's in a comatose😂,-0.34,0
He’s like; nah. I’m crashing here. Lol 😆 he’s probably Furball’s drunk.,0.3612,0
Top cat.,0.2023,0
"Wow, is that a norwegian blue tabby ?  SUPER RARE. It's not dead ... it's resting, and pining for the fjords !",0.9212,0
"Damn!  The cat says ""Fu** Off""!!  LoL!!  😆😁😂",0.3111,0
Why is there an animal in the restaurant? Kick it.,0,0
Is that a real cat?,0,0
This s to funny,0.4404,0
He loves to be around people,0.5719,0
That cat is FIT,0.4995,0
C'est qui le boss ? 😂😂😂😂,0,1
"Restaurant doesn't look busy, as claimed in the title. Lots of seats are empty.",-0.2023,0
I love him!!!,0.7249,0
That place has 3 guests how is it busy?,0,0
Ain't nun busy about that place lol,0.4215,0
"The Cat is laying there in protest for equal pay, after all, he was responsible for catching the lunch special (that was NOT chicken)",0.3818,0
A cat in a Thailand restaurant?  That could end bad.,-0.5423,0
Lol,0.4215,0
thats hysterical,-0.0258,0
I want 2 of whatever the cat had,0.0772,0
Why can’t I do this without getting the cops called on me? Unfair! 😔,-0.5255,0
Step on his tail so he learns a lesson. Maybe put some blackpepper in his nostrils. Do something.,0,0
We have same cat outside .. he saying i aint moving till u feed me..,0,0
Dont do drugs kids,0,0
Me after coming back from last exam,0,1
That is one secure and beautiful cat!,0.7644,0
"Asshole woke the cat up just to get some video footage that they can sell.  It was probably in the middle of a really good dream and you had to wreck it so you could sell some footage.
This footage is being managed exclusively by Newsflare. To license this 
video email licensing@newsflare.com or call: +44 (0) 203 937 628    BARF.......
When you sell the footage are you going to be sending a percentage to the restraunt owner so they can pass it onto the cat in the form of treats, new blanket etc.   Or are you gonna be gready and keep it all like Rothschild?",0.6214,0
"Asshole woke the cat up just to get some video footage that they can sell.  It was probably in the middle of a really good dream and you had to wreck it so you could sell some footage.
This footage is being managed exclusively by Newsflare. To license this 
video email licensing@newsflare.com or call: +44 (0) 203 937 628    BARF.......
When you sell the footage are you going to be sending a percentage to the restraunt owner so they can pass it onto the cat in the form of treats, new blanket etc.   Or are you gonna be gready and keep it all like Rothschild?",0.6214,0
"This cat is dead...
Get me a new cat.",0,1
I love it💜💜💜💜💜💜💜💜💜,0.6369,1
Chinese Owner told the Cat she Will be in the Menu Tomorrow,0,1
"This cat is a pharoah. 
Eyes are narrow
Legs wide open for dealing tarot.
Orange hotep
Waitress no step
Dog lazy crazy tabby 
Floorboard concept
No more catnip for this ho.",-0.8074,0
🖑🖑🖑😂😂🎵,0,0
Someone come get Garfield!! He’s feigning for some lasagna,0,0
He looks drunk🤣🤣🤣🤣,0,0
😂😂😂,0,0
Literally me when i should be doing hw. This is a callout post smh,-0.3182,0
He's protesting for all his lost family members,-0.6249,4
that freaking cat is a Boss! hahaha!,0.3365,0
"I would shove the animal out of the way, that's just annoying not cute.",-0.6346,0
Probably likes all the noises,0.4215,0
What is you doing !?! kitty?,0,0
Garfield,0,0
if I were there. I would've rubbed that tummy and sung him lullabies,0,1
same,0,0
"Me, contemplating life at 3am when I’ve got work at 8",0,0
WTF?,-0.5859,0
It's funny how you can tell it's in asia before pressing play,0.6486,0
Crazy cat,-0.34,0
"""The Snozzleberries taste like Snozzleberries""! Man that cat's trippin hard!",0.3987,1
That's the cat's home every body else is visiting there.,0,647
That poor guy got a blunt blown on him from some of the cooks or servers on their little blunt break! I would put a million dollars on it... cats are lazy... but someone blew something on that mutha fuckin cat...garanteed😀🍷🍷🍷,-0.3274,0
The Chinese lady drugged it so she can cook it and tell people it's orange chicken,0,0
Is she attention?,0,0
"You step on that cat, you know immediately that fat lazy cat gonna give you an add whooping..",-0.3612,0
"Personally, l'd be worried about what's on the menu!! 😂",-0.4184,0
What a bum....,0,0
Getting cats high is not right.  lol.,-0.3252,0
